subj,subj_id,image,response_x,response_y,response_size,response_time_click,response_time_circle
CL,15,grayscale_14_housebeautiful.jpg,734,216,41,1.2780917516211,3.17755738843698
CL,15,grayscale_1_opensource.jpg,630,241,211,1.58297350874636,6.06159414013382
CL,15,grayscale_11_oliva.jpg,394,853,45,1.40714503754862,3.61130945233162
CL,15,grayscale_30_housebeautiful.jpg,446,683,57,1.91121646738611,5.29962521546986
CL,15,grayscale_6_other.jpg,312,872,57,1.2430298627587,3.98646424419712
CL,15,grayscale_18_opensource.jpg,384,895,31,1.19611949590035,2.55634595581796
CL,15,grayscale_98_oliva.jpg,455,585,143,5.22918181109708,8.11333351128269
CL,15,grayscale_5_opensource.jpg,497,256,121,2.47392446303274,5.55757490627002
CL,15,grayscale_16_oliva.jpg,349,815,39,1.64147020119708,4.16230503132101
CL,15,grayscale_6_airbnb.jpg,756,291,43,1.30166027066298,3.07200664351694
CL,15,grayscale_13_kitchen.jpg,587,711,99,5.2056833752431,7.65602729667444
CL,15,grayscale_19_kitchen.jpg,604,1042,67,0.914563751895912,3.98648183827754
CL,15,grayscale_21_opensource.jpg,433,913,63,1.66490764392074,4.85405194433406
CL,15,grayscale_50_oliva.jpg,333,639,137,5.6980066136457,8.80518745526206
CL,15,grayscale_29_oliva.jpg,492,1003,41,1.09052623179741,3.11885073932353
CL,15,grayscale_13_opensource.jpg,374,169,137,5.76846555958036,8.582313435385
CL,15,grayscale_58_oliva.jpg,465,1089,23,1.51255972101353,2.67364577192347
CL,15,grayscale_28_oliva.jpg,650,986,27,1.43068716535345,2.60332493996248
CL,15,grayscale_4_oliva.jpg,248,498,35,0.961679970263503,2.39217154751532
CL,15,grayscale_45_oliva.jpg,812,577,31,2.22756080457475,3.1777541495394
CL,15,grayscale_68_oliva.jpg,667,1026,83,2.02849634340964,4.10396023490466
CL,15,grayscale_4_other.jpg,467,340,15,2.391960711102,3.55280630872585
CL,15,grayscale_52_oliva.jpg,635,1013,49,2.4622305202065,3.7639743629843
CL,15,grayscale_4_housebeautiful.jpg,448,979,113,1.05536845501047,3.5879599803593
CL,15,grayscale_84_oliva.jpg,411,883,47,1.58258585131261,5.59274353284854
CL,15,grayscale_20_housebeautiful.jpg,574,837,19,1.13721256679855,3.33011057623662
CL,15,grayscale_7_housebeautiful.jpg,637,257,25,1.17264539864846,3.14249168743845
CL,15,grayscale_12_housebeautiful.jpg,561,893,17,1.53610536782071,4.05692289688159
CL,15,grayscale_13_other.jpg,478,903,13,1.20773690426722,4.51436458621174
CL,15,grayscale_18_kitchen.jpg,424,675,19,1.1372952592792,3.08372023329139
CL,15,grayscale_60_oliva.jpg,176,381,19,1.60645992180798,2.76745624258183
CL,15,grayscale_99_oliva.jpg,601,592,85,1.94641998910811,4.57273899950087
CL,15,grayscale_63_oliva.jpg,489,867,15,0.98505583347287,3.71688746823929
CL,15,grayscale_70_oliva.jpg,532,976,17,1.34838208707515,2.61479778320063
CL,15,grayscale_27_opensource.jpg,525,609,27,1.51271044416353,2.66173542116303
CL,15,grayscale_6_housebeautiful.jpg,287,1030,97,1.69989387807436,4.24427376838867
CL,15,grayscale_47_oliva.jpg,399,935,105,8.50008313229773,11.2318772327853
CL,15,grayscale_34_oliva.jpg,765,294,25,1.54779197985772,2.63834196375683
CL,15,grayscale_54_oliva.jpg,452,274,33,2.49746717733797,3.939608125831
CL,15,grayscale_6_kitchen.jpg,556,949,19,1.07883698062506,3.40054723632056
CL,15,grayscale_9_kitchen.jpg,471,235,145,1.9110478569055,5.03006984584499
CL,15,grayscale_15_kitchen.jpg,461,1040,37,1.31331726594362,2.7439847845817
CL,15,grayscale_3_oliva.jpg,490,911,23,0.996749190031551,2.75550982379355
CL,15,grayscale_10_oliva.jpg,580,736,223,2.69666242157109,7.15205908578355
CL,15,grayscale_20_oliva.jpg,356,224,17,1.55937185417861,2.63807775848545
CL,15,grayscale_8_housebeautiful.jpg,384,764,39,1.38351581862662,5.87401366536506
CL,15,grayscale_2_housebeautiful.jpg,651,605,27,1.67667870782316,2.73199291422497
CL,15,grayscale_15_opensource.jpg,460,169,151,1.37197054631542,4.29145596467424
CL,15,grayscale_38_oliva.jpg,375,652,19,1.05536698875949,1.84098624519538
CL,15,grayscale_17_opensource.jpg,470,982,25,1.395251401118,3.3532978889998
CL,15,grayscale_89_oliva.jpg,264,583,39,1.24294951627962,2.75552741799038
CL,15,grayscale_11_kitchen.jpg,283,582,105,2.61473004589789,6.60115528968163
CL,15,grayscale_18_oliva.jpg,523,821,23,1.87602144968696,3.50558833766263
CL,15,grayscale_61_oliva.jpg,251,341,27,0.773896576487459,2.40364468412008
CL,15,grayscale_14_airbnb.jpg,421,237,25,2.00498852413148,4.43211463629268
CL,15,grayscale_6_oliva.jpg,340,759,23,1.57118778314907,3.71689245325979
CL,15,grayscale_56_oliva.jpg,516,509,75,3.90414743649308,5.48723999899812
CL,15,grayscale_53_oliva.jpg,347,971,145,2.14576742250938,5.32311514741741
CL,15,grayscale_33_oliva.jpg,519,243,23,1.37217023968697,2.28666830691509
CL,15,grayscale_5_oliva.jpg,288,726,25,1.03182075568475,2.12238950666506
CL,15,grayscale_34_housebeautiful.jpg,508,235,31,1.39529333380051,2.48589346103836
CL,15,grayscale_24_oliva.jpg,510,170,21,0.855916043161415,2.23966029239818
CL,15,grayscale_7_kitchen.jpg,234,803,15,1.31332840886898,5.10029097774532
CL,15,grayscale_49_oliva.jpg,467,956,15,1.43043762189336,2.76698911830317
CL,15,grayscale_32_opensource.jpg,602,924,13,1.37189019971993,3.18927977525163
CL,15,grayscale_75_oliva.jpg,475,169,23,1.84104694495909,3.40031616657507
CL,15,grayscale_85_oliva.jpg,420,1025,17,1.61797088582534,3.49415566772223
CL,15,grayscale_15_housebeautiful.jpg,751,924,15,1.80567217373755,3.15413519390859
CL,15,grayscale_14_other.jpg,457,283,159,2.02846907253843,5.29954662837554
CL,15,grayscale_6_opensource.jpg,479,776,109,3.11886305513326,5.68650004826486
CL,15,grayscale_35_housebeautiful.jpg,373,295,107,5.19386568688788,7.43337672238704
CL,15,grayscale_35_oliva.jpg,482,683,41,3.16555378865451,4.78369680372998
CL,15,grayscale_10_opensource.jpg,532,735,15,1.39533467998262,2.86112390749622
CL,15,grayscale_83_oliva.jpg,721,1104,15,1.55948650930077,4.09217920096125
CL,15,grayscale_3_kitchen.jpg,406,218,19,1.65323217492551,2.8258382800268
CL,15,grayscale_81_oliva.jpg,603,1091,17,1.52442168805283,3.01340731862001
CL,15,grayscale_27_housebeautiful.jpg,626,267,19,1.77050970506389,3.82236197183374
CL,15,grayscale_42_oliva.jpg,271,390,15,2.15736870304681,3.7872080069501
CL,15,grayscale_1_oliva.jpg,754,273,17,1.17232078686357,2.05197278654668
CL,15,grayscale_77_oliva.jpg,255,199,21,1.53595229878556,3.18925074487925
CL,15,grayscale_44_oliva.jpg,477,458,23,1.72360461635981,3.1657983470941
CL,15,grayscale_62_oliva.jpg,513,438,27,1.34832109417766,2.83751374902204
CL,15,grayscale_64_oliva.jpg,474,391,27,1.71189689135645,2.87293719744775
CL,15,grayscale_10_kitchen.jpg,464,978,73,1.7587368816603,3.55273886455689
CL,15,grayscale_43_oliva.jpg,370,925,89,5.08837681484874,7.08169632114004
CL,15,grayscale_86_oliva.jpg,558,1031,37,1.13730610895436,2.91962177306414
CL,15,grayscale_2_oliva.jpg,466,1099,19,1.54763509880286,2.87263311212882
CL,15,grayscale_38_housebeautiful.jpg,569,1075,29,1.34834983129986,4.13898195046932
CL,15,grayscale_23_oliva.jpg,677,878,219,3.83389375545084,8.24256625736598
CL,15,grayscale_22_housebeautiful.jpg,416,295,23,1.48897800652776,2.68495147104841
CL,15,grayscale_88_oliva.jpg,377,346,143,1.53592385491356,4.47883791895583
CL,15,grayscale_9_other.jpg,465,871,143,1.45404308871366,4.34989723563194
CL,15,grayscale_29_housebeautiful.jpg,286,374,29,1.57099483406637,2.84930827189237
CL,15,grayscale_65_oliva.jpg,560,623,91,2.69667825638317,4.72506874182727
CL,15,grayscale_74_oliva.jpg,387,344,97,2.93122305348516,5.10036135429982
CL,15,grayscale_23_housebeautiful.jpg,786,725,23,2.21601787791587,3.52923632354941
CL,15,grayscale_28_housebeautiful.jpg,679,267,27,1.8526391350897,2.8961450366769
CL,15,grayscale_31_oliva.jpg,390,775,25,1.41869060322642,2.72036348306574
CL,15,grayscale_2_opensource.jpg,419,1031,19,1.80572847486474,3.59970494627487
CL,15,grayscale_16_opensource.jpg,511,1081,11,1.72364772192668,4.43202637240756
CL,15,grayscale_37_oliva.jpg,577,919,51,9.39111795194913,10.5872960949782
CL,15,grayscale_94_oliva.jpg,366,1030,27,1.07877158909105,2.4038461369928
CL,15,grayscale_71_oliva.jpg,512,513,11,1.31327445362695,3.11905717721675
CL,15,grayscale_39_housebeautiful.jpg,714,744,15,1.59453109721653,3.74040936282836
CL,15,grayscale_36_housebeautiful.jpg,696,696,17,1.27807357115671,7.9141558612464
CL,15,grayscale_20_opensource.jpg,336,535,13,1.55929385346826,2.81416662293486
CL,15,grayscale_4_kitchen.jpg,405,220,81,5.81539938540664,7.6795588680543
CL,15,grayscale_10_housebeautiful.jpg,674,213,21,2.30982248391956,4.0099433263531
CL,15,grayscale_40_oliva.jpg,520,300,95,1.58285797399003,5.24100800335873
CL,15,grayscale_8_other.jpg,224,535,35,1.24283632729203,2.83747416222468
CL,15,grayscale_15_oliva.jpg,567,830,11,1.04336104320828,2.99011913291179
CL,15,grayscale_14_kitchen.jpg,500,173,29,1.50079686776735,3.71681679843459
CL,15,grayscale_59_oliva.jpg,474,918,221,2.02857405086979,6.55413202696946
CL,15,grayscale_92_oliva.jpg,427,335,141,3.18902583315503,6.24926287902053
CL,15,grayscale_55_oliva.jpg,337,341,147,2.27453539008275,5.51053815474734
CL,15,grayscale_73_oliva.jpg,658,586,207,1.7588263185462,6.40174656989984
CL,15,grayscale_30_opensource.jpg,396,966,11,1.30144063720945,5.04169605136849
CL,15,grayscale_3_other.jpg,540,407,41,1.17240582522936,3.90452160511632
CL,15,grayscale_1_housebeautiful.jpg,575,536,87,1.71188574843109,4.197639922495
CL,15,grayscale_14_oliva.jpg,431,977,17,1.81725146155804,3.5643040771829
CL,15,grayscale_1_kitchen.jpg,481,432,33,3.59937095094938,5.28776588779874
CL,15,grayscale_7_opensource.jpg,498,247,127,1.99343504104763,5.27623175818007
CL,15,grayscale_5_housebeautiful.jpg,400,596,13,1.30160162365064,2.56794137170073
CL,15,grayscale_8_kitchen.jpg,340,329,15,1.47734036471229,2.72048576234374
CRH,16,grayscale_11_opensource.jpg,534,185,129,15.4166512473021,33.9833312758128
CRH,16,grayscale_18_housebeautiful.jpg,640,844,63,4.1501610307605,7.45028574415483
CRH,16,grayscale_100_oliva.jpg,392,627,49,3.76671908755088,6.66685336042428
CRH,16,grayscale_17_oliva.jpg,518,321,43,2.7833719769842,6.08350372803397
CRH,16,grayscale_16_housebeautiful.jpg,267,687,69,3.58349771675421,6.91690826893318
CRH,16,grayscale_13_oliva.jpg,253,943,13,2.8335813623853,4.73361300257966
CRH,16,grayscale_21_housebeautiful.jpg,508,231,5,2.25014874414774,3.98386203352129
CRH,16,grayscale_72_oliva.jpg,482,707,53,3.53350532619515,5.23384539235849
CRH,16,grayscale_8_oliva.jpg,314,203,5,2.50017638166901,3.9337904691929
CRH,16,grayscale_21_kitchen.jpg,474,909,5,1.61681933037471,3.18376297823852
CRH,16,grayscale_14_housebeautiful.jpg,714,220,5,1.96684230543906,3.33375686424552
CRH,16,grayscale_1_opensource.jpg,528,864,5,3.00026977743255,4.46709492855007
CRH,16,grayscale_11_oliva.jpg,349,779,29,3.45030803006375,6.01708248059731
CRH,16,grayscale_30_housebeautiful.jpg,392,812,25,2.13345770462183,4.13370372989448
CRH,16,grayscale_6_other.jpg,347,908,5,3.06678427400766,4.40050213783979
CRH,16,grayscale_18_opensource.jpg,350,905,5,2.26667612843448,3.43349503359059
CRH,16,grayscale_98_oliva.jpg,529,1011,9,2.83367578446632,5.23367648827843
CRH,16,grayscale_5_opensource.jpg,723,851,5,2.08336326788412,3.21697081625462
CRH,16,grayscale_16_oliva.jpg,318,839,5,2.20027804665733,3.33357359160436
CRH,16,grayscale_6_airbnb.jpg,731,305,5,2.08351633721031,3.28380582010141
CRH,16,grayscale_13_kitchen.jpg,588,938,11,3.30022412049584,4.80026356078451
CRH,16,grayscale_19_kitchen.jpg,431,799,65,5.11679015337722,7.35024642111966
CRH,16,grayscale_21_opensource.jpg,404,906,35,3.58344610710628,5.41699140140554
CRH,16,grayscale_50_oliva.jpg,269,653,11,1.76692640560213,3.00042871147161
CRH,16,grayscale_29_oliva.jpg,463,1019,5,2.05023577663815,3.38373576593585
CRH,16,grayscale_13_opensource.jpg,366,793,57,6.43356013210723,8.46699845377589
CRH,16,grayscale_58_oliva.jpg,446,1089,5,2.01675522892037,3.25038450607099
CRH,16,grayscale_28_oliva.jpg,646,969,13,2.08349463768536,3.35023410519352
CRH,16,grayscale_4_oliva.jpg,213,499,5,2.16682799550472,3.50044117402285
CRH,16,grayscale_45_oliva.jpg,779,588,5,2.01674496562919,3.05026861908846
CRH,16,grayscale_68_oliva.jpg,723,1080,21,3.03346735209925,5.06707017938606
CRH,16,grayscale_4_other.jpg,520,338,95,2.76684811152518,5.63360358966747
CRH,16,grayscale_52_oliva.jpg,576,247,13,2.4835229057353,3.95044922333909
CRH,16,grayscale_4_housebeautiful.jpg,746,306,13,2.55007522978121,3.85029201937141
CRH,16,grayscale_84_oliva.jpg,536,397,87,10.5667345704278,13.1669057031395
CRH,16,grayscale_20_housebeautiful.jpg,574,856,11,2.33357329835417,3.63370358326938
CRH,16,grayscale_7_housebeautiful.jpg,596,664,5,2.56680230802158,3.53355840197764
CRH,16,grayscale_12_housebeautiful.jpg,603,310,65,10.1167347316514,12.2835243132431
CRH,16,grayscale_13_other.jpg,503,883,65,4.18354598345468,6.01700594596332
CRH,16,grayscale_18_kitchen.jpg,408,671,5,2.18330787552986,3.58365166577278
CRH,16,grayscale_60_oliva.jpg,150,387,5,1.58330857934197,3.1169106735033
CRH,16,grayscale_99_oliva.jpg,279,976,65,2.85017883015098,4.68364377773833
CRH,16,grayscale_63_oliva.jpg,457,675,69,4.71684868331067,6.38367741188267
CRH,16,grayscale_70_oliva.jpg,513,985,27,2.0835312922718,3.55019604315748
CRH,16,grayscale_27_opensource.jpg,524,603,5,1.10008330841083,1.76694048091304
CRH,16,grayscale_6_housebeautiful.jpg,677,1086,5,3.00008973031072,4.06697106547654
CRH,16,grayscale_47_oliva.jpg,541,924,35,2.06666111474624,3.90027678577462
CRH,16,grayscale_34_oliva.jpg,749,312,5,1.60017817036714,2.93381304835202
CRH,16,grayscale_54_oliva.jpg,472,341,27,2.0000431057415,3.43342113803374
CRH,16,grayscale_6_kitchen.jpg,495,284,55,2.73363528854679,4.16688517655712
CRH,16,grayscale_9_kitchen.jpg,491,555,33,2.65005004080012,3.68355111510027
CRH,16,grayscale_15_kitchen.jpg,416,1061,29,2.15007423277711,3.61687504529255
CRH,16,grayscale_3_oliva.jpg,462,915,25,2.45019425440114,3.65022627578583
CRH,16,grayscale_10_oliva.jpg,646,619,25,2.56690816627815,3.73374407918891
CRH,16,grayscale_20_oliva.jpg,343,218,5,2.03348699893104,3.1669863431016
CRH,16,grayscale_8_housebeautiful.jpg,579,972,75,3.366812805878,5.70024564402411
CRH,16,grayscale_2_housebeautiful.jpg,634,605,5,1.96684465132421,2.83374968002317
CRH,16,grayscale_15_opensource.jpg,318,485,23,2.41676121088676,3.68363556708209
CRH,16,grayscale_38_oliva.jpg,348,655,13,2.50009134307038,3.96704962349031
CRH,16,grayscale_17_opensource.jpg,455,968,17,2.733501279552,4.06699540407863
CRH,16,grayscale_89_oliva.jpg,237,582,17,2.11680745432386,3.35019833035767
CRH,16,grayscale_11_kitchen.jpg,456,320,15,1.95003576017916,3.01690096734092
CRH,16,grayscale_18_oliva.jpg,522,821,13,2.65001104032854,3.88364882138558
CRH,16,grayscale_61_oliva.jpg,237,354,11,2.13360197690781,3.46703246916877
CRH,16,grayscale_14_airbnb.jpg,628,646,65,3.65013801166788,5.71691583446227
CRH,16,grayscale_6_oliva.jpg,314,766,19,1.30005932168569,3.00025687500602
CRH,16,grayscale_56_oliva.jpg,525,859,23,1.95025656709913,3.15042699599871
CRH,16,grayscale_53_oliva.jpg,501,1037,59,2.98343977326294,4.81696454097982
CRH,16,grayscale_33_oliva.jpg,507,242,21,1.61680730764056,3.01694553927518
CRH,16,grayscale_5_oliva.jpg,262,732,13,2.21675499429693,3.45028574409662
CRH,16,grayscale_34_housebeautiful.jpg,480,241,17,2.15014695533318,3.95018736331258
CRH,16,grayscale_24_oliva.jpg,462,346,47,4.30016459350009,5.9335995723377
CRH,16,grayscale_7_kitchen.jpg,217,799,19,2.36689667141763,3.96672999591101
CRH,16,grayscale_49_oliva.jpg,426,318,51,2.28341874817852,3.88350044382969
CRH,16,grayscale_32_opensource.jpg,580,916,13,2.2665846386808,3.66692696273094
CRH,16,grayscale_75_oliva.jpg,466,177,23,2.16689397371374,3.33359968964942
CRH,16,grayscale_85_oliva.jpg,405,1017,13,1.98347584129078,3.15028360352153
CRH,16,grayscale_15_housebeautiful.jpg,720,909,21,2.08347147208406,3.2170907498803
CRH,16,grayscale_14_other.jpg,575,241,11,2.81662174774101,4.08379139285535
CRH,16,grayscale_6_opensource.jpg,451,461,39,2.71689296199474,4.25034843798494
CRH,16,grayscale_35_housebeautiful.jpg,512,360,13,1.3502824891475,2.81699738343013
CRH,16,grayscale_35_oliva.jpg,465,611,11,2.30017954856157,3.73380976408953
CRH,16,grayscale_10_opensource.jpg,506,731,11,2.15028418996371,3.35038834746229
CRH,16,grayscale_83_oliva.jpg,700,1104,11,1.56683192483615,2.93356409075204
CRH,16,grayscale_3_kitchen.jpg,383,219,11,2.81648304697592,4.08364330854965
CRH,16,grayscale_81_oliva.jpg,608,1091,19,1.76663815428037,4.00022579194047
CRH,16,grayscale_27_housebeautiful.jpg,621,357,41,1.9667211988708,3.33356831339188
CRH,16,grayscale_42_oliva.jpg,258,401,19,1.64987351250602,2.95037474134006
CRH,16,grayscale_1_oliva.jpg,739,278,13,2.41676443658071,4.48356190614868
CRH,16,grayscale_77_oliva.jpg,228,202,15,2.08365239889827,3.41714300459716
CRH,16,grayscale_44_oliva.jpg,457,467,19,1.20016368455254,2.00037035747664
CRH,16,grayscale_62_oliva.jpg,503,437,13,1.48342027299805,2.0835169236525
CRH,16,grayscale_64_oliva.jpg,440,407,11,1.66676978813484,2.46685388829792
CRH,16,grayscale_10_kitchen.jpg,433,812,53,1.7668706906843,3.70033801347017
CRH,16,grayscale_43_oliva.jpg,254,915,19,1.38336364907445,2.15018888813211
CRH,16,grayscale_86_oliva.jpg,484,990,13,1.2000982928439,2.36687702464405
CRH,16,grayscale_2_oliva.jpg,451,1104,13,1.49988021294121,2.13374331675004
CRH,16,grayscale_38_housebeautiful.jpg,544,1055,13,1.38354369613808,1.98359841405181
CRH,16,grayscale_23_oliva.jpg,623,954,9,1.63345433241921,2.26705440325895
CRH,16,grayscale_22_housebeautiful.jpg,410,366,19,1.63356107042637,2.3336768107838
CRH,16,grayscale_88_oliva.jpg,364,797,59,1.48353111633332,3.15027421992272
CRH,16,grayscale_9_other.jpg,451,786,67,2.25022322614677,3.6835305885179
CRH,16,grayscale_29_housebeautiful.jpg,278,376,11,1.36677292571403,1.96700505155604
CRH,16,grayscale_65_oliva.jpg,563,522,37,2.15016777516576,3.05017390381545
CRH,16,grayscale_74_oliva.jpg,356,644,17,1.48344490485033,2.31698052235879
CRH,16,grayscale_23_housebeautiful.jpg,772,724,13,1.833462308452,2.86703845119337
CRH,16,grayscale_28_housebeautiful.jpg,660,262,23,1.73349336214596,2.60031540493947
CRH,16,grayscale_31_oliva.jpg,399,724,21,1.65024533617543,3.41703216126189
CRH,16,grayscale_2_opensource.jpg,388,1037,19,0.950296153954696,1.98365090333391
CRH,16,grayscale_16_opensource.jpg,487,1083,11,1.66685189423151,2.40032385016093
CRH,16,grayscale_37_oliva.jpg,459,437,51,2.21674854314188,3.4169362730463
CRH,16,grayscale_94_oliva.jpg,355,1029,29,1.3335433882894,2.33353928296128
CRH,16,grayscale_71_oliva.jpg,502,506,13,1.18362427747343,2.05028357414994
CRH,16,grayscale_39_housebeautiful.jpg,702,733,19,2.06699921621475,3.1002903332701
CRH,16,grayscale_36_housebeautiful.jpg,689,690,13,2.25022615853231,3.01697193057043
CRH,16,grayscale_20_opensource.jpg,306,529,11,1.21671980596147,1.8501064007869
CRH,16,grayscale_4_kitchen.jpg,477,250,31,1.20014081208501,2.13357734499732
CRH,16,grayscale_10_housebeautiful.jpg,660,202,21,1.66701258777175,2.30038276134292
CRH,16,grayscale_40_oliva.jpg,520,192,13,1.05015894869575,1.75015240954235
CRH,16,grayscale_8_other.jpg,152,559,15,0.983489916659892,1.9169648635434
CRH,16,grayscale_15_oliva.jpg,549,826,17,1.65005737170577,2.8502638686914
CRH,16,grayscale_14_kitchen.jpg,485,170,13,1.38347977062222,2.45022739004344
CRH,16,grayscale_59_oliva.jpg,622,958,15,1.71691847359762,2.61711667198688
CRH,16,grayscale_92_oliva.jpg,440,764,63,1.61689879739424,2.98359724110924
CRH,16,grayscale_55_oliva.jpg,287,373,17,1.18340992176672,1.98349050310208
CRH,16,grayscale_73_oliva.jpg,632,634,63,1.86678597476566,3.93353857920738
CRH,16,grayscale_30_opensource.jpg,199,731,49,1.35003353154752,3.88368840824114
CRH,16,grayscale_3_other.jpg,542,391,21,1.16685702593531,2.83370246895356
CRH,16,grayscale_1_housebeautiful.jpg,300,307,21,2.00036918453407,3.23364540521288
CRH,16,grayscale_14_oliva.jpg,399,971,37,0.816892404865939,2.25033582886681
CRH,16,grayscale_1_kitchen.jpg,413,1003,21,1.95015452086227,3.15019475290319
CRH,16,grayscale_7_opensource.jpg,486,249,19,1.55021627643146,3.18360199150629
CRH,16,grayscale_5_housebeautiful.jpg,380,588,11,2.58350563410204,4.0837696933886
CRH,16,grayscale_8_kitchen.jpg,277,455,59,2.30018218775513,4.36694740131497
DAR,17,grayscale_11_opensource.jpg,713,384,25,25.9167267800904,56.983518365384
DAR,17,grayscale_18_housebeautiful.jpg,676,829,35,6.28348845529024,12.0168537513708
DAR,17,grayscale_100_oliva.jpg,537,877,9,3.49997243579594,8.33348962823516
DAR,17,grayscale_17_oliva.jpg,576,361,31,3.15019412237336,6.28379048859017
DAR,17,grayscale_16_housebeautiful.jpg,542,887,5,2.00028590530815,5.06711326541983
DAR,17,grayscale_13_oliva.jpg,278,941,5,2.18348112438491,4.31705227228736
DAR,17,grayscale_21_housebeautiful.jpg,501,224,5,1.9668780899766,4.23374386403225
DAR,17,grayscale_72_oliva.jpg,470,737,25,2.74998240582727,6.15019206971988
DAR,17,grayscale_8_oliva.jpg,305,194,5,1.60024807783668,4.23387875269043
DAR,17,grayscale_21_kitchen.jpg,481,912,5,2.15022315275849,4.55040642539188
DAR,17,grayscale_14_housebeautiful.jpg,712,204,5,2.36691738362924,3.70044102726513
DAR,17,grayscale_1_opensource.jpg,523,863,5,2.01686987936262,4.21693673721927
DAR,17,grayscale_11_oliva.jpg,391,829,11,1.80016538522443,4.43361102802749
DAR,17,grayscale_30_housebeautiful.jpg,449,687,5,1.81695022608517,5.21703878342157
DAR,17,grayscale_6_other.jpg,349,909,5,2.18353273395849,3.38368257766354
DAR,17,grayscale_18_opensource.jpg,372,871,11,2.41681768331659,3.71678366791582
DAR,17,grayscale_98_oliva.jpg,526,1006,5,1.63344622927559,3.23384854936046
DAR,17,grayscale_5_opensource.jpg,718,859,5,2.21686020256766,4.18361777246048
DAR,17,grayscale_16_oliva.jpg,331,839,5,1.80020731800289,8.50054248699496
DAR,17,grayscale_6_airbnb.jpg,707,355,17,3.36692852660542,5.0002345889709
DAR,17,grayscale_13_kitchen.jpg,582,947,5,1.38364299077489,3.48378462386586
DAR,17,grayscale_19_kitchen.jpg,561,1028,47,1.80029675504807,6.33358580971321
DAR,17,grayscale_21_opensource.jpg,435,638,65,5.08349138765243,10.5168701725988
DAR,17,grayscale_50_oliva.jpg,271,642,5,2.0335133803685,4.33378667651959
DAR,17,grayscale_29_oliva.jpg,452,1043,5,2.08350956829759,6.68361249420855
DAR,17,grayscale_13_opensource.jpg,674,755,41,2.83356528317813,6.60025834110411
DAR,17,grayscale_58_oliva.jpg,458,1078,17,1.76688131557489,5.23356616288675
DAR,17,grayscale_28_oliva.jpg,633,989,15,2.13352804217902,4.96700418154842
DAR,17,grayscale_4_oliva.jpg,223,501,5,1.78341338681957,4.45037504911716
DAR,17,grayscale_45_oliva.jpg,765,605,11,1.76667810287904,3.43363829899545
DAR,17,grayscale_68_oliva.jpg,642,1017,55,1.83357290731988,6.75029206326872
DAR,17,grayscale_4_other.jpg,427,377,41,1.7999841652445,4.7667745775932
DAR,17,grayscale_52_oliva.jpg,552,263,5,1.8001554151931,3.36715138612772
DAR,17,grayscale_4_housebeautiful.jpg,743,284,5,2.40012257273725,3.96703643753176
DAR,17,grayscale_84_oliva.jpg,708,272,49,5.00018180645225,6.56703321193345
DAR,17,grayscale_20_housebeautiful.jpg,575,828,5,2.18362950190885,4.51720710100813
DAR,17,grayscale_7_housebeautiful.jpg,590,649,11,2.13354329046206,3.8337045703795
DAR,17,grayscale_12_housebeautiful.jpg,529,479,27,2.20023224308125,4.36698688061188
DAR,17,grayscale_13_other.jpg,462,893,17,2.16681211182868,4.06681181859244
DAR,17,grayscale_18_kitchen.jpg,401,673,5,2.6501926561923,3.85033868782671
DAR,17,grayscale_60_oliva.jpg,153,382,5,2.4165564098505,3.68355062136766
DAR,17,grayscale_99_oliva.jpg,217,268,31,2.00028355941845,4.96695022608515
DAR,17,grayscale_63_oliva.jpg,477,859,5,1.78352774894279,3.55036830468407
DAR,17,grayscale_70_oliva.jpg,527,949,5,1.90027534880437,3.70055069760906
DAR,17,grayscale_27_opensource.jpg,512,639,33,1.66700154242244,3.9336655699633
DAR,17,grayscale_6_housebeautiful.jpg,218,351,21,2.96703526458714,4.73363419368843
DAR,17,grayscale_47_oliva.jpg,523,894,21,2.05024104016752,3.75028414589087
DAR,17,grayscale_34_oliva.jpg,732,287,5,1.78352833541521,3.05035452258221
DAR,17,grayscale_54_oliva.jpg,453,1015,23,2.01683029247374,3.38351455331326
DAR,17,grayscale_6_kitchen.jpg,520,946,5,2.48355443343826,3.45048853153162
DAR,17,grayscale_9_kitchen.jpg,500,440,33,2.65011084328853,5.11689890974776
DAR,17,grayscale_15_kitchen.jpg,414,1054,5,1.90025218314349,3.06712528810453
DAR,17,grayscale_3_oliva.jpg,463,907,5,1.78345942490523,3.15025980728524
DAR,17,grayscale_10_oliva.jpg,391,283,33,4.01694758695908,5.51691298508581
DAR,17,grayscale_20_oliva.jpg,341,215,5,1.58354094457263,2.41706429497231
DAR,17,grayscale_8_housebeautiful.jpg,295,750,33,1.36682002920634,3.66690418799953
DAR,17,grayscale_2_housebeautiful.jpg,616,619,5,2.0168956841494,2.81723994346385
DAR,17,grayscale_15_opensource.jpg,464,561,5,1.96670478737428,3.36701737717794
DAR,17,grayscale_38_oliva.jpg,354,647,5,1.80024602518324,3.23389488068233
DAR,17,grayscale_17_opensource.jpg,454,979,5,2.05022667159301,3.08393476080732
DAR,17,grayscale_89_oliva.jpg,234,594,5,1.55032197336232,2.85047035088633
DAR,17,grayscale_11_kitchen.jpg,450,318,5,2.03341954478014,2.93382039868402
DAR,17,grayscale_18_oliva.jpg,513,815,5,1.60012052008369,2.66711414512838
DAR,17,grayscale_61_oliva.jpg,222,320,5,2.01667722317029,4.11694641401436
